"node_name","year","steel_cap_Mt","node_id","steel_cap_Mt_corrected"
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2030,100,"stpt_idno_10699",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2015,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2016,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2017,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2018,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2019,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2020,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2021,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2022,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2023,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2024,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2025,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2026,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2027,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2028,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2029,100,"stpt_idno_10700",100
"stpt SCN00015 Fujian Tsingtuo Nickel Industry",2030,100,"stpt_idno_10700",100
"stpt SCN00018 Jiuquan Steel (Group)",2015,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2016,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2017,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2018,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2019,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2020,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2021,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2022,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2023,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2024,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2025,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2026,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2027,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2028,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2029,100,"stpt_idno_10701",100
"stpt SCN00018 Jiuquan Steel (Group)",2030,100,"stpt_idno_10701",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2015,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2016,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2017,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2018,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2019,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2020,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2021,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2022,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2023,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2024,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2025,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2026,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2027,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2028,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2029,100,"stpt_idno_10702",100
"stpt SCN00019 Jiugang Group Yuzhong Iron and Steel",2030,100,"stpt_idno_10702",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2015,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2016,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2017,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2018,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2019,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2020,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2021,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2022,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2023,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2024,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2025,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2026,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2027,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2028,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2029,100,"stpt_idno_10703",100
"stpt SCN00020 Baosteel Group Guangdong Shaoguan Iron and Steel",2030,100,"stpt_idno_10703",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2015,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2016,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2017,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2018,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2019,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2020,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2021,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2022,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2023,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2024,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2025,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2026,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2027,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2028,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2029,100,"stpt_idno_10704",100
"stpt SCN00021 Baosteel Zhanjiang Iron and Steel",2030,100,"stpt_idno_10704",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2015,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2016,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2017,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2018,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2019,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2020,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2021,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2022,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2023,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2024,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2025,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2026,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2027,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2028,100,"stpt_idno_10705",100
"stpt SCN00022 Zhuhai Yueyufeng Iron and Steel",2029,100,"stpt_idno_10705",100
